CODICE;Geo Point;Geo Shape
14166;44.50411461920908, 11.345240325038139;"{""coordinates"": [11.345240325038139, 44.50411461920908], ""type"": ""Point""}"
14168;44.50158458492055, 11.352161281961294;"{""coordinates"": [11.352161281961294, 44.50158458492055], ""type"": ""Point""}"
14424;44.519587059734036, 11.278239512925467;"{""coordinates"": [11.278239512925467, 44.519587059734036], ""type"": ""Point""}"
14953;44.49375866273891, 11.362988993602114;"{""coordinates"": [11.362988993602114, 44.49375866273891], ""type"": ""Point""}"
14957;44.4932969130124, 11.364886493172865;"{""coordinates"": [11.364886493172865, 44.4932969130124], ""type"": ""Point""}"
14962;44.49455531601069, 11.367573782484607;"{""coordinates"": [11.367573782484607, 44.49455531601069], ""type"": ""Point""}"
14968;44.4922527149022, 11.366934397069643;"{""coordinates"": [11.366934397069643, 44.4922527149022], ""type"": ""Point""}"
10420;44.51528346185028, 11.342281519045088;"{""coordinates"": [11.342281519045088, 44.51528346185028], ""type"": ""Point""}"
10422;44.51542348923312, 11.340499894605413;"{""coordinates"": [11.340499894605413, 44.51542348923312], ""type"": ""Point""}"
10414;44.514161958309025, 11.345329737145308;"{""coordinates"": [11.345329737145308, 44.514161958309025], ""type"": ""Point""}"
10417;44.51370369441351, 11.347304959388179;"{""coordinates"": [11.347304959388179, 44.51370369441351], ""type"": ""Point""}"
10427;44.512177097602006, 11.348981000753627;"{""coordinates"": [11.348981000753627, 44.512177097602006], ""type"": ""Point""}"
8426;44.511753573241286, 11.23868743363346;"{""coordinates"": [11.23868743363346, 44.511753573241286], ""type"": ""Point""}"
7030;44.48442814699716, 11.406251615324775;"{""coordinates"": [11.406251615324775, 44.48442814699716], ""type"": ""Point""}"
7033;44.484413285848056, 11.40769502562315;"{""coordinates"": [11.40769502562315, 44.484413285848056], ""type"": ""Point""}"
10731;44.529326731702646, 11.351514297787398;"{""coordinates"": [11.351514297787398, 44.529326731702646], ""type"": ""Point""}"
15897;44.50189759045159, 11.36100224555289;"{""coordinates"": [11.36100224555289, 44.50189759045159], ""type"": ""Point""}"
15229;44.50078387810767, 11.362147782090766;"{""coordinates"": [11.362147782090766, 44.50078387810767], ""type"": ""Point""}"
13044;44.52540319000335, 11.348647488178873;"{""coordinates"": [11.348647488178873, 44.52540319000335], ""type"": ""Point""}"
6833;44.47619162293965, 11.393775662690853;"{""coordinates"": [11.393775662690853, 44.47619162293965], ""type"": ""Point""}"
6843;44.47870103500058, 11.395276040019658;"{""coordinates"": [11.395276040019658, 44.47870103500058], ""type"": ""Point""}"
6847;44.475041507016726, 11.396836257586099;"{""coordinates"": [11.396836257586099, 44.475041507016726], ""type"": ""Point""}"
15755;44.47520620414813, 11.39757901386141;"{""coordinates"": [11.39757901386141, 44.47520620414813], ""type"": ""Point""}"
6850;44.47784817997415, 11.397998581505568;"{""coordinates"": [11.397998581505568, 44.47784817997415], ""type"": ""Point""}"
6830;44.477459511125986, 11.393278149057295;"{""coordinates"": [11.393278149057295, 44.477459511125986], ""type"": ""Point""}"
15843;44.47699809872252, 11.396539006586531;"{""coordinates"": [11.396539006586531, 44.47699809872252], ""type"": ""Point""}"
6900;44.4794785572204, 11.378691443777022;"{""coordinates"": [11.378691443777022, 44.4794785572204], ""type"": ""Point""}"
6899;44.47999404709215, 11.380038087835898;"{""coordinates"": [11.380038087835898, 44.47999404709215], ""type"": ""Point""}"
6904;44.4808712519476, 11.379966810119138;"{""coordinates"": [11.379966810119138, 44.4808712519476], ""type"": ""Point""}"
6903;44.48067237057112, 11.380486879077242;"{""coordinates"": [11.380486879077242, 44.48067237057112], ""type"": ""Point""}"
15895;44.47928605783083, 11.38106714149891;"{""coordinates"": [11.38106714149891, 44.47928605783083], ""type"": ""Point""}"
6906;44.47957492131698, 11.38375937502481;"{""coordinates"": [11.38375937502481, 44.47957492131698], ""type"": ""Point""}"
6911;44.48199852971358, 11.378540170119358;"{""coordinates"": [11.378540170119358, 44.48199852971358], ""type"": ""Point""}"
6907;44.481499912233595, 11.37840621118335;"{""coordinates"": [11.37840621118335, 44.481499912233595], ""type"": ""Point""}"
6908;44.482841015780856, 11.379818473039252;"{""coordinates"": [11.379818473039252, 44.482841015780856], ""type"": ""Point""}"
13959;44.494162170190585, 11.379354026470775;"{""coordinates"": [11.379354026470775, 44.494162170190585], ""type"": ""Point""}"
13960;44.49469254796109, 11.379674059555008;"{""coordinates"": [11.379674059555008, 44.49469254796109], ""type"": ""Point""}"
13961;44.494698749792214, 11.379046977603542;"{""coordinates"": [11.379046977603542, 44.494698749792214], ""type"": ""Point""}"
13962;44.50786569142629, 11.389480223770391;"{""coordinates"": [11.389480223770391, 44.50786569142629], ""type"": ""Point""}"
13965;44.50833309203401, 11.389679068781803;"{""coordinates"": [11.389679068781803, 44.50833309203401], ""type"": ""Point""}"
13968;44.49453629318772, 11.381769618273372;"{""coordinates"": [11.381769618273372, 44.49453629318772], ""type"": ""Point""}"
13976;44.49249699250099, 11.40020647412164;"{""coordinates"": [11.40020647412164, 44.49249699250099], ""type"": ""Point""}"
13980;44.47686465900171, 11.294152172894998;"{""coordinates"": [11.294152172894998, 44.47686465900171], ""type"": ""Point""}"
13986;44.48821052516817, 11.299612736483832;"{""coordinates"": [11.299612736483832, 44.48821052516817], ""type"": ""Point""}"
16157;44.49102639807002, 11.306799063220154;"{""coordinates"": [11.306799063220154, 44.49102639807002], ""type"": ""Point""}"
16154;44.49065558804262, 11.30642224082051;"{""coordinates"": [11.30642224082051, 44.49065558804262], ""type"": ""Point""}"
10403;44.51585171478107, 11.347710710897985;"{""coordinates"": [11.347710710897985, 44.51585171478107], ""type"": ""Point""}"
10435;44.51586301077687, 11.352437035868062;"{""coordinates"": [11.352437035868062, 44.51586301077687], ""type"": ""Point""}"
10401;44.51660174913729, 11.345530463654088;"{""coordinates"": [11.345530463654088, 44.51660174913729], ""type"": ""Point""}"
10465;44.4995281243695, 11.354653485057462;"{""coordinates"": [11.354653485057462, 44.4995281243695], ""type"": ""Point""}"
10459;44.49860522289697, 11.35666298955782;"{""coordinates"": [11.35666298955782, 44.49860522289697], ""type"": ""Point""}"
10306;44.502054192574754, 11.352812305135219;"{""coordinates"": [11.352812305135219, 44.502054192574754], ""type"": ""Point""}"
10297;44.49919068587125, 11.352484868252793;"{""coordinates"": [11.352484868252793, 44.49919068587125], ""type"": ""Point""}"
10475;44.49864886637293, 11.362246826866535;"{""coordinates"": [11.362246826866535, 44.49864886637293], ""type"": ""Point""}"
10470;44.49859663347528, 11.361523681143922;"{""coordinates"": [11.361523681143922, 44.49859663347528], ""type"": ""Point""}"
14969;44.48968987330976, 11.37244782734588;"{""coordinates"": [11.37244782734588, 44.48968987330976], ""type"": ""Point""}"
14972;44.49136586514824, 11.36743562972966;"{""coordinates"": [11.36743562972966, 44.49136586514824], ""type"": ""Point""}"
14973;44.49128860056398, 11.367674142196336;"{""coordinates"": [11.367674142196336, 44.49128860056398], ""type"": ""Point""}"
14975;44.49099100798557, 11.36746203586711;"{""coordinates"": [11.36746203586711, 44.49099100798557], ""type"": ""Point""}"
14980;44.49221197581022, 11.370939873257356;"{""coordinates"": [11.370939873257356, 44.49221197581022], ""type"": ""Point""}"
6616;44.494337921416594, 11.37498285633767;"{""coordinates"": [11.37498285633767, 44.494337921416594], ""type"": ""Point""}"
16004;44.494947794039945, 11.372472629759262;"{""coordinates"": [11.372472629759262, 44.494947794039945], ""type"": ""Point""}"
14996;44.518517113345325, 11.27584120809967;"{""coordinates"": [11.27584120809967, 44.518517113345325], ""type"": ""Point""}"
15050;44.50996731301378, 11.396627138237585;"{""coordinates"": [11.396627138237585, 44.50996731301378], ""type"": ""Point""}"
15052;44.47666658141349, 11.357922053574391;"{""coordinates"": [11.357922053574391, 44.47666658141349], ""type"": ""Point""}"
15054;44.47872919898805, 11.357278479689661;"{""coordinates"": [11.357278479689661, 44.47872919898805], ""type"": ""Point""}"
8957;44.52671980216857, 11.321396473953383;"{""coordinates"": [11.321396473953383, 44.52671980216857], ""type"": ""Point""}"
10384;44.50816800898601, 11.346440610703363;"{""coordinates"": [11.346440610703363, 44.50816800898601], ""type"": ""Point""}"
10393;44.509842693801495, 11.347310221530437;"{""coordinates"": [11.347310221530437, 44.509842693801495], ""type"": ""Point""}"
10351;44.51096578706242, 11.347270112319645;"{""coordinates"": [11.347270112319645, 44.51096578706242], ""type"": ""Point""}"
10395;44.511683194729706, 11.348809709958289;"{""coordinates"": [11.348809709958289, 44.511683194729706], ""type"": ""Point""}"
10409;44.51244155136132, 11.343383860988183;"{""coordinates"": [11.343383860988183, 44.51244155136132], ""type"": ""Point""}"
10410;44.51233347916208, 11.344175995424687;"{""coordinates"": [11.344175995424687, 44.51233347916208], ""type"": ""Point""}"
10408;44.513437428166085, 11.343645430095721;"{""coordinates"": [11.343645430095721, 44.513437428166085], ""type"": ""Point""}"
10418;44.51419121545898, 11.343845663709217;"{""coordinates"": [11.343845663709217, 44.51419121545898], ""type"": ""Point""}"
8792;44.50140313667006, 11.313003863935966;"{""coordinates"": [11.313003863935966, 44.50140313667006], ""type"": ""Point""}"
6836;44.474221657810126, 11.39074958098064;"{""coordinates"": [11.39074958098064, 44.474221657810126], ""type"": ""Point""}"
6780;44.47738748911574, 11.39067163930043;"{""coordinates"": [11.39067163930043, 44.47738748911574], ""type"": ""Point""}"
6828;44.47380685343937, 11.391883705815138;"{""coordinates"": [11.391883705815138, 44.47380685343937], ""type"": ""Point""}"
6816;44.47541410555992, 11.39583452525636;"{""coordinates"": [11.39583452525636, 44.47541410555992], ""type"": ""Point""}"
6834;44.476686874722894, 11.392478343753602;"{""coordinates"": [11.392478343753602, 44.476686874722894], ""type"": ""Point""}"
6829;44.47663452270934, 11.392613734910075;"{""coordinates"": [11.392613734910075, 44.47663452270934], ""type"": ""Point""}"
6693;44.47704012863642, 11.391576959398119;"{""coordinates"": [11.391576959398119, 44.47704012863642], ""type"": ""Point""}"
6842;44.47666274013905, 11.390171822883264;"{""coordinates"": [11.390171822883264, 44.47666274013905], ""type"": ""Point""}"
13944;44.49712534605583, 11.371220935444313;"{""coordinates"": [11.371220935444313, 44.49712534605583], ""type"": ""Point""}"
13946;44.4967322730009, 11.372194248929638;"{""coordinates"": [11.372194248929638, 44.4967322730009], ""type"": ""Point""}"
13947;44.49737418250789, 11.371426969040304;"{""coordinates"": [11.371426969040304, 44.49737418250789], ""type"": ""Point""}"
13951;44.50927449807941, 11.376406589582073;"{""coordinates"": [11.376406589582073, 44.50927449807941], ""type"": ""Point""}"
13954;44.49318115353681, 11.376368360302045;"{""coordinates"": [11.376368360302045, 44.49318115353681], ""type"": ""Point""}"
13956;44.494028847506094, 11.377667860645579;"{""coordinates"": [11.377667860645579, 44.494028847506094], ""type"": ""Point""}"
13957;44.49374242185033, 11.378552847688576;"{""coordinates"": [11.378552847688576, 44.49374242185033], ""type"": ""Point""}"
10466;44.500867342499696, 11.363431641675085;"{""coordinates"": [11.363431641675085, 44.500867342499696], ""type"": ""Point""}"
10492;44.50453472741517, 11.355749469557178;"{""coordinates"": [11.355749469557178, 44.50453472741517], ""type"": ""Point""}"
10496;44.504364026413505, 11.356584438086294;"{""coordinates"": [11.356584438086294, 44.504364026413505], ""type"": ""Point""}"
16868;44.50717717983959, 11.358278685761174;"{""coordinates"": [11.358278685761174, 44.50717717983959], ""type"": ""Point""}"
10487;44.50629379285421, 11.356588661136865;"{""coordinates"": [11.356588661136865, 44.50629379285421], ""type"": ""Point""}"
10497;44.50560065864564, 11.3590176652282;"{""coordinates"": [11.3590176652282, 44.50560065864564], ""type"": ""Point""}"
8950;44.51927058960203, 11.324319039924056;"{""coordinates"": [11.324319039924056, 44.51927058960203], ""type"": ""Point""}"
8948;44.52278550441631, 11.319743533228204;"{""coordinates"": [11.319743533228204, 44.52278550441631], ""type"": ""Point""}"
10887;44.5101681169923, 11.395876123726381;"{""coordinates"": [11.395876123726381, 44.5101681169923], ""type"": ""Point""}"
15460;44.50873516765845, 11.39781635275928;"{""coordinates"": [11.39781635275928, 44.50873516765845], ""type"": ""Point""}"
10899;44.50963541865898, 11.397458270253006;"{""coordinates"": [11.397458270253006, 44.50963541865898], ""type"": ""Point""}"
14233;44.533958982491036, 11.242198606381463;"{""coordinates"": [11.242198606381463, 44.533958982491036], ""type"": ""Point""}"
14234;44.53529344654898, 11.240211295525828;"{""coordinates"": [11.240211295525828, 44.53529344654898], ""type"": ""Point""}"
14237;44.53558572091444, 11.25028404810462;"{""coordinates"": [11.25028404810462, 44.53558572091444], ""type"": ""Point""}"
8597;44.49988958389909, 11.27577528076158;"{""coordinates"": [11.27577528076158, 44.49988958389909], ""type"": ""Point""}"
4333;44.50071926299166, 11.274838905721696;"{""coordinates"": [11.274838905721696, 44.50071926299166], ""type"": ""Point""}"
13850;44.5048854824814, 11.281200176603619;"{""coordinates"": [11.281200176603619, 44.5048854824814], ""type"": ""Point""}"
8601;44.49967319094597, 11.279176231576542;"{""coordinates"": [11.279176231576542, 44.49967319094597], ""type"": ""Point""}"
6940;44.47965925127265, 11.396056010325365;"{""coordinates"": [11.396056010325365, 44.47965925127265], ""type"": ""Point""}"
6946;44.49215804772202, 11.383655568017625;"{""coordinates"": [11.383655568017625, 44.49215804772202], ""type"": ""Point""}"
6956;44.48868880549545, 11.38058813000903;"{""coordinates"": [11.38058813000903, 44.48868880549545], ""type"": ""Point""}"
6958;44.492663539303244, 11.37881528770579;"{""coordinates"": [11.37881528770579, 44.492663539303244], ""type"": ""Point""}"
6583;44.4928562220531, 11.378085495391929;"{""coordinates"": [11.378085495391929, 44.4928562220531], ""type"": ""Point""}"
10476;44.49992037663857, 11.360986407388584;"{""coordinates"": [11.360986407388584, 44.49992037663857], ""type"": ""Point""}"
10479;44.49907913049297, 11.365371179434062;"{""coordinates"": [11.365371179434062, 44.49907913049297], ""type"": ""Point""}"
8889;44.52155902854913, 11.277070704535923;"{""coordinates"": [11.277070704535923, 44.52155902854913], ""type"": ""Point""}"
8881;44.52123675689541, 11.277645524021315;"{""coordinates"": [11.277645524021315, 44.52123675689541], ""type"": ""Point""}"
16058;44.51884802427878, 11.277326188295705;"{""coordinates"": [11.277326188295705, 44.51884802427878], ""type"": ""Point""}"
8903;44.52029399864041, 11.29440673631846;"{""coordinates"": [11.29440673631846, 44.52029399864041], ""type"": ""Point""}"
8897;44.51918614826145, 11.29401636279593;"{""coordinates"": [11.29401636279593, 44.51918614826145], ""type"": ""Point""}"
8904;44.51956423779119, 11.292520491333008;"{""coordinates"": [11.292520491333008, 44.51956423779119], ""type"": ""Point""}"
8902;44.520463775051745, 11.293642166453324;"{""coordinates"": [11.293642166453324, 44.520463775051745], ""type"": ""Point""}"
